Created new GamingMonitor , 2022-05-11 16:29:34.346
Created new Mouse , 2022-05-11 16:29:34.764
Created new Motherboard , 2022-05-11 16:29:35.887
Created new Processor , 2022-05-11 16:29:36.386
Created new RamMemory , 2022-05-11 16:29:36.949
Requested all items , 2022-05-11 16:29:39.414
Requested all items , 2022-05-11 16:29:39.454
Requested all items , 2022-05-11 16:29:39.495
Requested all items , 2022-05-11 16:29:39.515
Requested all items , 2022-05-11 16:29:39.519
Write to CSV , 2022-05-11 16:29:39.553
Read from CSV , 2022-05-24 17:53:21.564
Created new keyboard , 2022-05-24 17:54:46.475
Read from CSV , 2022-05-24 17:54:50.298
Created new keyboard , 2022-05-24 17:55:24.817
Read from CSV , 2022-05-24 17:55:28.308
Created new keyboard , 2022-05-24 17:56:44.836
Read from CSV , 2022-05-24 17:56:48.347
Created new keyboard , 2022-05-24 17:57:01.458
